"","Conversacion","Cortes_Descortes","Llama_Atencion","Mediodeexpresion","F0_Inicial","F0_Final","F0_Media","F0_Maxima","F0_Minima","Intensidad_Maxima","Intensidad_Minima","Intensidad_Primera","Intensidad_Ultima","Intensidad_Media","Silabas","Duracion","Duracion_Pausa_Anterior","Duracion_Pausa_Posterior","Continuacion_Pausa","Curva_Melodica","Otro_Curva_Melodica","Inflexion_Local_Interna","Tonema","Unidad_Del_Discurso","Valormodal","Otro_Valor_Modal","Fenomeno_Tonal","Fenomeno_Duracion","Fenomeno_Pausas","Fenomeno_Velocidad","Fenomeno_Amplitud","Unidad_Fonica","Estrategia_Pragmatica","Efecto_Pragmatico_Asociado","Elemento_Analizado","Fragmento","cantidad","cantidad_Medio"
"110","VALESCO 183A","cortés","entonación","Intensificación",214,267.3,231.2,281.3,119.1,70,60,75,63,72,15,2,0,1.5,"continúa otro hablante","circunfleja","desconocido","descendente_ascendente","ascendente","acto;Intervención reactivo-iniciativa","aserción","desconocido","entonación circunfleja","ninguno","sin pausas","desconocido","ninguno","grupo entonativo","manifestación de empatía;acuerdo","desconocido","B: sería súper peligroso para grabar eso↑","C: que↑ participaron bomberos de verdad yy/ llevaban cuatro o cinco trajes para no quemarse porque iban↑// [º(que miedo)º]
B:  [sería súper peligroso] para grabar eso↑",156,159
"111","VALESCO 171A","descortés","entonación","Intensificación",270,168.7,186.3,274,87,66,48,61,54,58,25,2,2.5,0.3,"continúa otro hablante","declinación","desconocido","ascendente_descendente","descendente","acto;Intervención iniciativo-reactiva","aserción","desconocido","entonación circunfleja","ninguno","pausas cortas","ninguno","ninguno","grupo entonativo","reproche;desacuerdo","desconocido","A: mañana↑­ a las ocho te levantará tu madre­↑ te va a levantar a las ocho- a las siete
","A: °(en fin)° mañana↑­ a las ocho te levantará tu madre­↑ te va a levantar a las ocho- a las siete
C: mi madre se aburre y se levanta a las siete [(RISAS)=]
B: [(RISAS)]
C: = todo el mundo lo sabe",156,159
"112","VALESCO 171A","descortés","entonación","Intensificación",201.7,252.8,220.6,290.3,92,64,50,64,56,58,13,2,0,0,"el otro hablante toma inmediatamente la palabra","circunfleja","desconocido","descendente_ascendente","ascendente","acto","aserción","desconocido","entonación circunfleja","ninguno","ninguno","ninguno","campo tonal alto","grupo entonativo","reproche","desconocido","C: pero esta semana de fiesta lo ingresamos­↑","C: pero esta semana de fiesta lo ingresamos­§
A:§ claro§
B:§ ¿qué semana de fiesta? pues toda la semana ((   )) del cinco al dos
",156,159
"113","VALESCO 171A","cortés","acento","Atenuación",104.3,113,130,213,100,62,49,55,56,55,8,2,0.5,0.6,"continúa otro hablante","circunfleja","desconocido","ascendente_descendente","circunflejo","acto","aserción","desconocido","entonación circunfleja","ninguno","pocas pausas","velocidad de habla lenta","ninguno","grupo entonativo","reproche","desconocido","C: tía/ sí que estamos TONtas","A: QUE NO PUEDO METER LA PILA
C: tía/ sí que estamos TONtas",23,62
"114","VALESCO 171A","cortés","entonación","Intensificación",253.7,294.9,272.7,364.5,98.3,61,49,63,55,64,10,2,0,0,"continúa el mismo hablante","declinación","desconocido","descendente","circunflejo","acto","aserción","desconocido","entonación circunfleja","alargamiento","pocas pausas","velocidad de habla lenta","campo tonal alto","grupo entonativo","recriminación","desconocido","A: oye que no hay agua­↓ y yo quiero beber→","A: oye que no hay agua­↓ y yo quiero beber→// mañana hay que comprar agua ¿eh?§
B:§ así que acordaros
",156,159
"115","VALESCO 025A","cortés","entonación","Atenuación",NA,NA,185,283,140,69,49,NA,NA,63,12,1.87,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","sí pero a esas horitas pues a ver","D: entonces→
A: claro que el telegrama cuando lo dan→pues oye a las ocho la
noche↑ a las nueve cuando sea… y era una CHORRADA te recordamos
que el día tal↑
D: sí↓ pero a esas horitas pues a ver§
A: § un telegrama↑ siempre es
malo lo que dice siempre es malo§
D: § siempre es malo§",156,62
"116","VALESCO 025A","descortés","entonación","desconocido",NA,NA,206,251,137,72,48,NA,NA,62,18,1.86,0,0,"desconocido","inclinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","(se encontr)aron con que les había salido el gordo y el cuponazo","A: [se enconTRAron]
con que les había salido el gordo y el cuponazo4§
C: § ¡toma [candela!]
D: [pues así→] cualquiera
A: [sí]
C: [claro]
A: yo– yo lo que digo↓ siempre sale así§",156,27
"117","VALESCO 162A","descortés","entonación","desconocido",252,214,220,267,101,89,72,87,75,84,12,1.8,1.4,0.5,"continúa el mismo hablante","circunfleja","desconocido","ninguna","ascendente","Intervención iniciativa","pregunta","desconocido","entonación circunfleja","ninguno","pausas largas","ninguno","ninguno","grupo entonativo","Petición información","desconocido","¿no tenias que montar unos pendientes?","L: ¿y los pendientes?/// ¿no tenias que montar unos pendientes?
A: aún estu yo- aún estoy con ello",156,27
"118","VALESCO 80A","cortés","duración","Atenuación",133.7,130,123.8,133,112,88,78,84,83,85,11,1.8,0.3,0,"continúa el mismo hablante","suspensión","desconocido","ninguna","suspendido","Intervención reactivo-iniciativa;turno","aserción","desconocido","entonación suspendida","alargamiento","pocas pausas","ninguno","ninguno","grupo entonativo","desacuerdo","desconocido","C: al nadar/ si hace mucho movimientoo","A: no↓pero [noo]
C: [pero] eso tiene más [que ver con la ((comodidad)) dee]
A: [pero eso en verano]/ primero/ mira
C: al nadar/ si hace mucho movimientoo
A: si voy en biquini tengo que tomar [primeroo↑]
S:[se le salen las] domingas (smiling voice)",2,62
"119","VALESCO 130A","cortés","acento;duración;entonación","Atenuación",229.8,267.5,220.7,276.3,111,87,71,74,73,82,9,1.8,0.8,0.7,"continúa otro hablante","declinación","desconocido","descendente_ascendente","ascendente","subacto","aserción","desconocido","ascenso brusco de la curva melódica","alargamiento","pocas pausas","velocidad de habla lenta","ninguno","cláusula entonativa","reproche;desacuerdo","desconocido","M: (...) pues yo no sé lo quee↓ piensas tú↑","M: pero si tú no te haces administrativo ni quieres estudiar↑ ni quieres nada↑// pues yo no sé lo quee↓ piensas tú↑
L: ¿qué pienso?/ SOLO ESTÁS CON LO QUE PIENSO",11,62
"120","VALESCO 130A","descortés","acento;entonación","Intensificación",243.1,195.1,261,307.4,111,86,74,85,79,81,12,1.8,0,0,"continúa otro hablante","declinación","desconocido","ascendente_descendente","descendente","subacto;Intervención reactiva","aserción","desconocido","entonación circunfleja","ninguno","pausas cortas","ninguno","ninguno","grupo entonativo","recriminación;desacuerdo","desconocido","L: (...) hace diez años que no me das la paga↓","M: bueno ¿ya le has compra(d)o el regalo a tu padre de cumpleaños?
L: yo a mi padre de cumpleaños↑­ // con la paga que me das HIJA / hace diez años que no me das la paga↓",51,159
"121","VALESCO 183A","descortés","entonación","Ironía",287.8,142.9,283.8,356.4,129.7,79,60,77,74,73,9,1.8,1.3,0,"el otro hablante toma inmediatamente la palabra","circunfleja","desconocido","ascendente_descendente","descendente","acto","desconocido","desconocido","entonación circunfleja","ninguno","sin pausas","ninguno","ninguno","grupo entonativo","recriminación","desconocido","B: hombre↑ por gusto no sería↓","C: pero yo os lo digo↓/ si alguna vez tenéis la oportunidad↓ id/ a mí me gustó mas→§
B:§ ¡ojalá!RISAS
B: hombre↑ por gusto no sería↓",156,5
"122","VALESCO 025A","cortés","entonación","desconocido",NA,NA,155,183,138,61,45,NA,NA,53,10,1.76,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","por eso digo que como s- siempre","B: § y después que digan que no quieren jugar
A: vaya hay veces que ha habido quien ha dicho no↓ no quiero↓ no
D: por eso digo que como siempre están↑§
C: § CLARO§
B: § igual se creen
que les estén tomando [el pelo o algo]
A: [el pelo][normal]
C: [pues sí↓ pues sí]§
A: § no↓ sí
porque quien se queda así un poquito→",156,27
"123","VALESCO 025A","cortés","entonación","Atenuación",NA,NA,156,168,136,60,45,NA,NA,55,7,1.75,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","todo esoo da susto","A: § [no llevaban los papeles]
C: [y claro tenían los amotos]
ahí↑Δy como van buscando si están robás↑§
D: § sí sí sí sí
C: ¡LECHE! venir desde un principio↓ está la policía↑ porque se
creen que su hijo noo no↓ pero no que venga primero la una
a la media hora los otros yo digo esto es que uno de los dos se me
han matao y a mí no me lo quieren DECIR§
A: § todo esoo daa sustos
¿eh? a mí también [vino un telegrama=]
C: [¡hombre hombre!]",156,62
"124","VALESCO 114A","descortés","duración;velocidad de habla","Intensificación",162,423,307,424,162,89,73,87,73,86,9,1.74,0.8,1,"continúa otro hablante","inclinación","desconocido","ascendente","ascendente","Intervención reactivo-iniciativa","exhortación","Exhortación","desconocido","alargamiento","pausas largas","velocidad de habla rápida","campo tonal alto","grupo entonativo","mandato","desconocido","C: PUES VAS A LA DE GUARDIA↑ Y TE PINCHA","C: PUES VAS A LA DE GUARDIA↑ Y TE PINCHA
A: ¿A QUÉ HORA?",4,159
"125","VALESCO 025A","descortés","entonación","Intensificación",NA,NA,309,435,173,74,45,NA,NA,61,8,1.71,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","exhortación","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","lechuga decir la verdad","A: [por una tonte– por una tontería]
C: = ¡LECHUga! decir la verdad no venir ¿eh? así§
D: § claro
C: no se lo doy a pasar→
A: pero no pasó nada§
C: § no§
A: § era quee– era la verdad§
C: § la– la– laa verdaad↓
que no llevaban los papeles§
A: § [no llevaban los papeles]
C: [y claro tenían los amotos]",156,159
"126","VALESCO 126A","cortés","entonación","Intensificación",165,112,88,181,84,90,82,89,89,143,10,1.7,0.2,0.3,"continúa otro hablante","inclinación","desconocido","ninguna","ascendente","Intervención iniciativa","aserción","desconocido","ninguno","ninguno","pausas cortas","ninguno","desconocido","grupo entonativo","""cumplidos; elogios y piropos""","desconocido","B:§ pero tu hermana↑/ vive muy bien↑ ¿no?","B:§ pero tu hermana↑/ vive muy bien↑ ¿no?
C: no porque/ ahora han estado [((  ))=]",156,159
"127","VALESCO 194A","cortés","entonación","Atenuación",130,203,138,204,84,84,68,83,65,80,9,1.7,0,0.6,"continúa otro hablante","inclinación","desconocido","ninguna","ascendente","acto;Intervención iniciativa;turno","desconocido","desconocido","ascenso brusco de la curva melódica","ninguno","ninguno","ninguno","campo tonal alto","cláusula entonativa","Petición información","Ninguno","P: ¿qué habéis ido↓ ahí ↓ por la Eme Tres↓?","?: es un ((   ))
P: ¿qué habéis ido↑  ahí ↑por la Eme Tres↑?
A: [es que hemos ido a la ((   ))]
M:[sii hemos ido aal-] hemos ido aa-  aal medio del pueblo↑",156,62
"128","VALESCO 171A","descortés","acento","Intensificación",229,183.7,180.4,229,82.7,65,53,58,57,59,12,1.7,1.5,0.3,"continúa otro hablante","suspensión","desconocido","ninguna","suspendido","subacto","aserción","desconocido","entonación suspendida","ninguno","pocas pausas","ninguno","ninguno","cláusula entonativa","recriminación","desconocido","A: (...) cuando son y ventiocho y veintinueve y→","C: °(ahora son y veintinueve minutos)°
A: ahí no lo vas a saber exacto/// cuando son y ventiocho y veintinueve y→
B: ((   ))",23,159
"129","VALESCO 025A","descortés","entonación","Intensificación",0,0,275,302,243,62,45,NA,NA,54,9,1.69,0,0,"desconocido","suspensión","desconocido","ninguna","suspendido","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","me dieron el susto de muerta
",NA,156,159
"130","VALESCO 025A","descortés","entonación","Intensificación",NA,NA,273,436,154,66,45,NA,NA,56,10,1.67,0,0,"desconocido","suspensión","desconocido","ninguna","ascendente","acto","exhortación","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","ni Vicente ni Santo Vicente","C: [¡oh que] si
volvieron a llamar!Δ a las tres horas que el hombre se había
[quedao otra vez un poco embelesao→]
A: [que ((te– tenían)) el teléfono] mal o equivocao§
C: § ni– mira↓
ya cogió el teléfono y dice ni está Jesús ni su PUTA MADRE y
yo→ Vicente ¡por Dios! dice NI VICENTE NI SANTO VICENTE PERO
¿¡ESTOS QUÉ S’HAN CREÍDO ESTA NOCHE!? [y=]
D: [sí sí]
C: = ya se fue a trabajar sin– sin– sin dormir
D: es que son bromitas pesadas§
A: § no↓ eso es que se equivocaron
(( )) [(( ))]
B: [y mi madre–Δ a mí una] de mis amigas (( )) sus hermanas↑
le llamaron dice es de la policía y dice un momentito↑ [(( )) y digo
¡ay madre mía!=]",156,159
"131","VALESCO 140A","cortés","acento;entonación","Atenuación;Fórmulas indirectas",245,0,333,389,242,75,84,79,73,86,11,1.64,0.6,0.3,"continúa otro hablante","Otro (especificar bajo)","DIFUMINACIÓN PROGRESIVA DE LA CIRVA MELÓDICA (HACIA EL SUSURRO)","ninguna","suspendido","acto;Intervención iniciativa;turno","pregunta","INTERROGACIÓN RETÓRICA","ninguno","ninguno","ninguno","ninguno","desconocido","grupo entonativo","broma afiliadora;opinión","desconocido","C: §¿porqué estará tan buena la lechuga?","C:§¿porqué estará tan buena la lechuga?
A: pues la lechuga está buena↑ porquee tú eres una lechuGUITA",51,2
"132","VALESCO 37B","cortés","entonación;velocidad de habla","Intensificación",336.9,198,329.6,393.6,196.2,90,72,90,82,84,10,1.6,0.6,0.7,"continúa el mismo hablante","declinación","desconocido","ninguna","descendente","acto","desconocido","Aseveración irónica","descenso brusco de la curva melódica","ninguno","ninguno","velocidad de habla rápida","ninguno","grupo entonativo","opinión","Ironía","C: ¡aayy! enchufe enchufe enchufe enchufe","A: (RISAS) / le ha salido a la mujer del presidente
C: ¡aayy! enchufe enchufe enchufe enchufe!",8,159
"133","VALESCO 130A","descortés","acento","Intensificación",253,254.8,252,293,113.7,89,76,85,82,85,9,1.6,0,0,"continúa el mismo hablante","inclinación","desconocido","descendente_ascendente","ascendente","subacto;Intervención reactiva","aserción","desconocido","entonación circunfleja","ninguno","pocas pausas","ninguno","campo tonal alto","grupo entonativo","recriminación;desacuerdo","desconocido","L: (...) con la paga que me das HIJA","M: bueno ¿ya le has compra(d)o el regalo a tu padre de cumpleaños?
L: yo a mi padre de cumpleaños­↑// con la paga que me das HIJA / hace diez años que no me das la paga↓",23,159
"134","VALESCO 140A","cortés","entonación","Intensificación",176,158,145,177,135,86,84,85,77,89,11,1.6,1.5,1.8,"continúa el mismo hablante","suspensión","desconocido","ninguna","suspendido","acto;Intervención iniciativa;turno","aserción","desconocido","entonación suspendida","ninguno","pausas largas","ninguno","desconocido","grupo entonativo","Ofrecer información","desconocido","A: y la pobre se lo pasaba más mal→","A: ¿dónde me he metido yo↓ que me van a suspender todas↓ y me van a tirar de la facultá? yo- // y la pobre se lo pasaba más mal→// hasta que luego↑ mira↓ menos mal que se habituó un poco→",156,159
